Experiment Number: 5
	Model Name:	 Run #	 time
	base	1	0.216678857803
	base	2	0.152230978012
	base	3	0.712525844574
	base	4	0.109838962555
	base	5	0.912226915359
	base	6	1.43666505814
	base	7	0.662944078445
	base	8	0.723554849625
	base	9	0.0519170761108
	base	10	0.0677208900452
base Mean:	0.504630351067
base Standard Deviation:	0.43701672399
base Variance:	0.190983617047


	ccb	1	0.214761972427
	ccb	2	0.112844944
	ccb	3	0.486376047134
	ccb	4	0.0969021320343
	ccb	5	0.738790988922
	ccb	6	1.40215706825
	ccb	7	0.547940015793
	ccb	8	0.661364078522
	ccb	9	0.057785987854
	ccb	10	0.0960478782654
ccb Mean:	0.44149711132
ccb Standard Deviation:	0.402203066311
ccb Variance:	0.16176730655


	mip1	1	0.395313024521
	mip1	2	0.229348897934
	mip1	3	1.21201395988
	mip1	4	0.204576969147
	mip1	5	1.4913611412
	mip1	6	3.13108301163
	mip1	7	1.61664009094
	mip1	8	2.00882720947
	mip1	9	0.130566120148
	mip1	10	0.18638586998
mip1 Mean:	1.06061162949
mip1 Standard Deviation:	0.959128282254
mip1 Variance:	0.91992706182


	mip2	1	0.124662876129
	mip2	2	0.471232891083
	mip2	3	1.9151301384
	mip2	4	0.410006999969
	mip2	5	4.62501096725
	mip2	6	2.93273186684
	mip2	7	0.464026927948
	mip2	8	0.586199045181
	mip2	9	0.476793050766
	mip2	10	0.675100803375
mip2 Mean:	1.26808955669
mip2 Standard Deviation:	1.38660033491
mip2 Variance:	1.92266048878


	mip3	1	0.181796073914
	mip3	2	1.15188598633
	mip3	3	4.87521195412
	mip3	4	0.69117307663
	mip3	5	5.59795379639
	mip3	6	5.06953215599
	mip3	7	0.387273073196
	mip3	8	0.518718957901
	mip3	9	0.457193851471
	mip3	10	1.2902071476
mip3 Mean:	2.02209460735
mip3 Standard Deviation:	2.09872795821
mip3 Variance:	4.40465904257


	tuner	1	0.186821937561
	tuner	2	0.0911860466003
	tuner	3	0.565873146057
	tuner	4	0.292236804962
	tuner	5	0.60720205307
	tuner	6	2.79757189751
	tuner	7	0.466885089874
	tuner	8	0.606244802475
	tuner	9	0.0513191223145
	tuner	10	0.0466079711914
tuner Mean:	0.571194887161
tuner Standard Deviation:	0.772762535699
tuner Variance:	0.59716193658


	gap	1	1.2902071476
	gap	2	1.2902071476
	gap	3	1.2902071476
	gap	4	1.2902071476
	gap	5	1.2902071476
	gap	6	1.2902071476
	gap	7	1.2902071476
	gap	8	1.2902071476
	gap	9	1.2902071476
	gap	10	1.2902071476
gap Mean:	1.2902071476
gap Standard Deviation:	0.0
gap Variance:	0.0


	branch	1	1.2902071476
	branch	2	1.2902071476
	branch	3	1.2902071476
	branch	4	1.2902071476
	branch	5	1.2902071476
	branch	6	1.2902071476
	branch	7	1.2902071476
	branch	8	1.2902071476
	branch	9	1.2902071476
	branch	10	1.2902071476
branch Mean:	1.2902071476
branch Standard Deviation:	0.0
branch Variance:	0.0


